claim_id,claim_date,sale_id,repair_status
CL-34134,4/28/2023,OID-375554,Free Replaced
CL-34135,4/28/2023,OID-375669,Free Replaced
CL-34136,4/28/2023,OID-375724,Free Replaced
CL-34137,4/28/2023,OID-375728,Free Replaced
CL-34138,4/28/2023,OID-375842,Free Replaced
CL-34139,6/3/2023,OID-387890,Warranty Void
CL-34140,3/25/2023,OID-387960,Warranty Void
CL-34147,10/8/2023,OID-454329,Paid Repaired
CL-34148,2/3/2023,OID-476570,Warranty Void
CL-34149,2/6/2023,OID-518914,Warranty Void
CL-34151,4/29/2023,OID-364175,Free Replaced
CL-34152,4/29/2023,OID-364184,Free Replaced
CL-34153,4/29/2023,OID-364214,Free Replaced
CL-34154,4/29/2023,OID-364249,Free Replaced
CL-34155,4/29/2023,OID-364380,Free Replaced
CL-34156,4/29/2023,OID-364630,Free Replaced
CL-34157,4/29/2023,OID-364701,Free Replaced
CL-34159,4/29/2023,OID-375586,Free Replaced
CL-34160,4/29/2023,OID-375738,Free Replaced
CL-34161,4/29/2023,OID-375852,Free Replaced
CL-34162,4/29/2023,OID-375932,Free Replaced
CL-34163,4/29/2023,OID-376012,Free Replaced
CL-34164,4/29/2023,OID-376046,Warranty Void
CL-34166,11/18/2023,OID-387836,Paid Repaired
CL-34167,10/15/2023,OID-388091,Paid Repaired
CL-34173,3/7/2023,OID-455651,Warranty Void
CL-34174,6/26/2023,OID-453767,Warranty Void
CL-34175,10/12/2023,OID-454632,Paid Repaired
CL-34176,3/1/2023,OID-518826,Warranty Void
CL-34181,4/30/2023,OID-364466,Free Replaced
CL-34182,4/30/2023,OID-364517,Free Replaced
CL-34183,4/30/2023,OID-364677,Free Replaced
CL-34186,4/30/2023,OID-376033,Free Replaced
CL-34187,8/26/2023,OID-387689,Warranty Void
CL-34188,9/1/2023,OID-388190,Warranty Void
CL-34190,7/6/2023,OID-454093,Warranty Void
CL-34191,2/22/2023,OID-497463,Warranty Void
CL-34193,5/1/2023,OID-364302,Free Replaced
CL-34194,5/1/2023,OID-364396,Free Replaced
CL-34195,5/1/2023,OID-364506,Free Replaced
CL-34196,5/1/2023,OID-364695,Warranty Void
CL-34199,5/1/2023,OID-375560,Free Replaced
CL-34200,5/1/2023,OID-375753,Free Replaced
CL-34201,5/1/2023,OID-375758,Free Replaced
CL-34204,12/22/2023,OID-387762,Paid Repaired
CL-34205,6/28/2023,OID-387877,Warranty Void
CL-34211,5/20/2023,OID-474541,Warranty Void
CL-34212,12/10/2023,OID-495849,Paid Repaired
CL-34213,2/16/2023,OID-497742,Warranty Void
CL-34214,3/24/2023,OID-517736,Warranty Void
CL-34218,5/2/2023,OID-364164,Free Replaced
CL-34219,5/2/2023,OID-364375,Free Replaced
CL-34220,5/2/2023,OID-364568,Free Replaced
CL-34221,5/2/2023,OID-375717,Free Replaced
CL-34222,5/2/2023,OID-375888,Free Replaced
CL-34223,5/2/2023,OID-375983,Free Replaced
CL-34224,5/2/2023,OID-376017,Free Replaced
CL-34225,5/2/2023,OID-376044,Warranty Void
CL-34232,5/3/2023,OID-364325,Free Replaced
CL-34233,5/3/2023,OID-364382,Free Replaced
CL-34234,5/3/2023,OID-364658,Free Replaced
CL-34236,5/3/2023,OID-375649,Free Replaced
CL-34237,5/3/2023,OID-375735,Free Replaced
CL-34238,5/3/2023,OID-375802,Free Replaced
CL-34239,4/12/2023,OID-387838,Warranty Void
CL-34240,4/7/2023,OID-387979,Warranty Void
CL-34241,6/2/2023,OID-388000,Warranty Void
CL-34242,5/15/2023,OID-388013,Warranty Void
CL-34245,8/10/2023,OID-455971,Paid Repaired
CL-34246,10/19/2023,OID-453611,Paid Repaired
CL-34247,6/1/2023,OID-453848,Warranty Void
CL-34248,7/30/2023,OID-498115,Paid Repaired
CL-34253,5/4/2023,OID-364147,Free Replaced
CL-34254,5/4/2023,OID-364516,Free Replaced
CL-34256,5/4/2023,OID-375711,Free Replaced
CL-34257,5/4/2023,OID-375966,Free Replaced
CL-34259,10/26/2023,OID-387619,Warranty Void
CL-34260,7/15/2023,OID-388302,Warranty Void
CL-34263,7/22/2023,OID-455448,Warranty Void
CL-34264,7/19/2023,OID-455233,Warranty Void
CL-34265,7/20/2023,OID-516521,Warranty Void
CL-34266,10/29/2023,OID-517366,Paid Repaired
CL-34269,5/5/2023,OID-364226,Free Replaced
CL-34270,5/5/2023,OID-364525,Free Replaced
CL-34271,5/5/2023,OID-375568,Free Replaced
CL-34272,5/5/2023,OID-375591,Free Replaced
CL-34273,5/5/2023,OID-375611,Free Replaced
CL-34274,5/5/2023,OID-375645,Free Replaced
CL-34275,5/5/2023,OID-375647,Free Replaced
CL-34276,5/5/2023,OID-375766,Free Replaced
CL-34277,5/5/2023,OID-375950,Free Replaced
CL-34278,5/5/2023,OID-375952,Free Replaced
CL-34280,10/28/2023,OID-387647,Warranty Void
CL-34281,9/4/2023,OID-388026,Warranty Void
CL-34286,8/11/2023,OID-452798,Warranty Void
CL-34287,8/1/2023,OID-495850,Warranty Void
CL-34288,10/30/2023,OID-517571,Paid Repaired
CL-34293,5/6/2023,OID-364109,Free Replaced
CL-34294,5/6/2023,OID-364370,Free Replaced
CL-34297,5/6/2023,OID-375709,Free Replaced
CL-34298,5/6/2023,OID-375747,Free Replaced
CL-34299,5/6/2023,OID-375896,Free Replaced
CL-34303,5/21/2023,OID-387718,Warranty Void
CL-34304,9/15/2023,OID-387782,Warranty Void
CL-34305,6/9/2023,OID-387825,Warranty Void
CL-34306,5/3/2023,OID-387945,Warranty Void
CL-34307,11/4/2023,OID-388194,Paid Repaired
CL-34313,11/14/2023,OID-474740,Paid Repaired
CL-34314,3/1/2023,OID-476906,Warranty Void
CL-34315,3/18/2023,OID-476947,Warranty Void
CL-34317,5/7/2023,OID-364191,Free Replaced
CL-34318,5/7/2023,OID-364354,Free Replaced
CL-34319,5/7/2023,OID-364417,Free Replaced
CL-34320,5/7/2023,OID-364500,Free Replaced
CL-34321,5/7/2023,OID-364537,Free Replaced
CL-34323,5/7/2023,OID-375555,Free Replaced
CL-34324,5/7/2023,OID-375573,Free Replaced
CL-34325,5/7/2023,OID-375796,Free Replaced
CL-34326,5/7/2023,OID-375890,Free Replaced
CL-34327,5/7/2023,OID-375894,Free Replaced
CL-34333,5/11/2023,OID-495083,Warranty Void
CL-34335,5/8/2023,OID-364161,Free Replaced
CL-34336,5/8/2023,OID-364206,Free Replaced
CL-34337,5/8/2023,OID-364250,Free Replaced
CL-34338,5/8/2023,OID-364307,Free Replaced
CL-34341,5/8/2023,OID-375808,Free Replaced
CL-34342,11/23/2023,OID-387813,Paid Repaired
CL-34347,5/10/2023,OID-454805,Warranty Void
CL-34348,9/21/2023,OID-473815,Warranty Void
CL-34349,9/26/2023,OID-515734,Warranty Void
CL-34350,5/1/2023,OID-518217,Warranty Void
CL-34351,5/9/2023,OID-364092,Free Replaced
CL-34352,5/9/2023,OID-364418,Free Replaced
CL-34353,5/9/2023,OID-375495,Free Replaced
CL-34354,5/9/2023,OID-375588,Free Replaced
CL-34358,1/12/2024,OID-387745,Paid Repaired
CL-34359,5/11/2023,OID-388148,Warranty Void
CL-34362,8/24/2023,OID-453225,Warranty Void
CL-34363,6/23/2023,OID-455930,Warranty Void
CL-34364,1/15/2024,OID-494899,Paid Repaired
CL-34365,5/16/2023,OID-495665,Warranty Void
CL-34366,10/1/2023,OID-498075,Paid Repaired
CL-34367,7/17/2023,OID-516711,Warranty Void
CL-34369,5/10/2023,OID-364393,Free Replaced
CL-34370,5/10/2023,OID-364482,Free Replaced
CL-34371,5/10/2023,OID-364496,Free Replaced
CL-34372,5/10/2023,OID-364652,Warranty Void
CL-34375,7/23/2023,OID-387589,Warranty Void
CL-34380,6/5/2023,OID-452305,Warranty Void
CL-34381,11/26/2023,OID-452563,Paid Repaired
CL-34382,11/21/2023,OID-473394,Paid Repaired
CL-34383,4/24/2023,OID-517845,Warranty Void
CL-34385,5/11/2023,OID-364187,Free Replaced
CL-34386,5/11/2023,OID-364340,Free Replaced
CL-34387,5/11/2023,OID-364347,Free Replaced
CL-34388,5/11/2023,OID-364392,Free Replaced
CL-34389,5/11/2023,OID-364610,Warranty Void
CL-34390,5/11/2023,OID-375533,Free Replaced
CL-34391,5/11/2023,OID-375577,Free Replaced
CL-34392,5/11/2023,OID-375623,Free Replaced
CL-34393,5/11/2023,OID-375848,Free Replaced
CL-34394,5/11/2023,OID-375879,Free Replaced
CL-34396,11/12/2023,OID-387554,Paid Repaired
CL-34397,9/20/2023,OID-388045,Warranty Void
CL-34399,11/16/2023,OID-388231,Paid Repaired
CL-34401,6/13/2023,OID-515416,Warranty Void
CL-34402,5/12/2023,OID-364274,Free Replaced
CL-34404,5/12/2023,OID-375472,Free Replaced
CL-34405,5/12/2023,OID-375535,Free Replaced
CL-34406,5/12/2023,OID-375583,Free Replaced
CL-34407,5/12/2023,OID-375837,Free Replaced
CL-34408,5/12/2023,OID-375882,Free Replaced
CL-34410,9/8/2023,OID-387543,Warranty Void
CL-34411,10/19/2023,OID-387684,Warranty Void
CL-34412,12/15/2023,OID-387826,Paid Repaired
CL-34413,5/25/2023,OID-388104,Warranty Void
CL-34414,12/3/2023,OID-388176,Paid Repaired
CL-34421,7/9/2023,OID-454323,Warranty Void
CL-34422,11/7/2023,OID-518284,Paid Repaired
CL-34425,5/13/2023,OID-364384,Free Replaced
CL-34427,5/13/2023,OID-375636,Free Replaced
CL-34428,5/13/2023,OID-375657,Free Replaced
CL-34429,5/13/2023,OID-375764,Free Replaced
CL-34430,5/13/2023,OID-375920,Warranty Void
CL-34431,5/13/2023,OID-375936,Warranty Void
CL-34434,8/21/2023,OID-387834,Warranty Void
CL-34435,5/4/2023,OID-388043,Warranty Void
CL-34436,7/31/2023,OID-388285,Warranty Void
CL-34440,1/6/2024,OID-452222,Paid Repaired
CL-34442,5/14/2023,OID-364216,Free Replaced
CL-34443,5/14/2023,OID-364542,Warranty Void
CL-34444,5/14/2023,OID-364557,Warranty Void
CL-34445,5/14/2023,OID-364578,Warranty Void
CL-34447,5/14/2023,OID-375704,Free Replaced
CL-34448,5/14/2023,OID-375798,Free Replaced
CL-34449,5/14/2023,OID-375815,Free Replaced
CL-34450,5/14/2023,OID-375898,Warranty Void
CL-34458,4/5/2023,OID-453907,Warranty Void
CL-34459,5/7/2023,OID-495573,Warranty Void
CL-34461,5/15/2023,OID-364229,Free Replaced
CL-34462,5/15/2023,OID-364361,Free Replaced
CL-34463,5/15/2023,OID-364523,Free Replaced
CL-34466,10/15/2023,OID-387581,Warranty Void
CL-34467,10/19/2023,OID-387708,Warranty Void
CL-34468,10/10/2023,OID-387842,Warranty Void
CL-34469,4/23/2023,OID-388298,Warranty Void
CL-34472,4/10/2023,OID-455142,Warranty Void
CL-34473,10/12/2023,OID-474059,Warranty Void
CL-34474,3/16/2023,OID-518052,Warranty Void
CL-34478,5/16/2023,OID-364277,Free Replaced
CL-34479,5/16/2023,OID-364445,Free Replaced
CL-34483,5/16/2023,OID-375532,Free Replaced
CL-34484,5/16/2023,OID-375584,Free Replaced
CL-34485,5/16/2023,OID-375616,Free Replaced
CL-34486,5/16/2023,OID-375695,Free Replaced
CL-34487,5/16/2023,OID-375748,Free Replaced
CL-34488,5/16/2023,OID-375915,Warranty Void
CL-34490,6/3/2023,OID-387776,Warranty Void
CL-34491,7/26/2023,OID-387812,Warranty Void
CL-34492,5/23/2023,OID-388123,Warranty Void
CL-34493,4/4/2023,OID-388200,Warranty Void
CL-34494,4/19/2023,OID-388234,Warranty Void
CL-34502,5/25/2023,OID-494259,Warranty Void
CL-34503,6/16/2023,OID-498030,Warranty Void
CL-34506,5/17/2023,OID-364124,Free Replaced
CL-34507,5/17/2023,OID-364442,Free Replaced
CL-34509,5/17/2023,OID-375637,Free Replaced
CL-34510,5/17/2023,OID-375651,Free Replaced
CL-34511,5/17/2023,OID-375779,Free Replaced
CL-34512,10/18/2023,OID-387788,Paid Repaired
CL-34513,8/10/2023,OID-387990,Warranty Void
CL-34514,10/1/2023,OID-388080,Paid Repaired
CL-34517,11/14/2023,OID-474702,Paid Repaired
CL-34518,8/4/2023,OID-476847,Paid Repaired
CL-34522,5/18/2023,OID-364348,Free Replaced
CL-34523,5/18/2023,OID-364451,Free Replaced
CL-34524,5/18/2023,OID-375605,Free Replaced
CL-34525,5/18/2023,OID-375635,Free Replaced
CL-34529,6/21/2023,OID-387846,Warranty Void
CL-34530,6/27/2023,OID-387900,Warranty Void
CL-34535,11/30/2023,OID-452984,Paid Repaired
CL-34539,5/19/2023,OID-364217,Free Replaced
CL-34540,5/19/2023,OID-364457,Free Replaced
CL-34542,5/19/2023,OID-375505,Free Replaced
CL-34543,5/19/2023,OID-375794,Free Replaced
CL-34544,5/19/2023,OID-375795,Free Replaced
CL-34545,5/19/2023,OID-375821,Free Replaced
CL-34546,5/19/2023,OID-375886,Warranty Void
CL-34548,5/9/2023,OID-387893,Warranty Void
CL-34549,6/6/2023,OID-388145,Warranty Void
CL-34555,11/30/2023,OID-453570,Paid Repaired
CL-34556,4/11/2023,OID-495533,Warranty Void
CL-34557,10/12/2023,OID-497284,Paid Repaired
CL-34558,6/4/2023,OID-517176,Warranty Void
CL-34560,5/20/2023,OID-364246,Free Replaced
CL-34561,5/20/2023,OID-364390,Free Replaced
CL-34562,5/20/2023,OID-364527,Warranty Void
CL-34564,5/20/2023,OID-375638,Free Replaced
CL-34565,5/20/2023,OID-375661,Free Replaced
CL-34566,5/20/2023,OID-375782,Free Replaced
CL-34567,5/20/2023,OID-375784,Free Replaced
CL-34568,5/20/2023,OID-375893,Warranty Void
CL-34570,11/15/2023,OID-387561,Paid Repaired
CL-34571,5/1/2023,OID-387934,Warranty Void
CL-34577,7/23/2023,OID-495907,Warranty Void
CL-34580,5/21/2023,OID-364089,Free Replaced
CL-34581,5/21/2023,OID-364183,Free Replaced
CL-34582,5/21/2023,OID-364405,Free Replaced
CL-34583,5/21/2023,OID-364406,Free Replaced
CL-34585,5/21/2023,OID-375492,Free Replaced
CL-34586,5/21/2023,OID-375493,Free Replaced
CL-34587,5/21/2023,OID-375551,Free Replaced
CL-34590,8/6/2023,OID-387545,Warranty Void
CL-34591,12/10/2023,OID-387682,Paid Repaired
CL-34593,7/6/2023,OID-388191,Warranty Void
CL-34600,10/29/2023,OID-473701,Paid Repaired
CL-34601,3/6/2023,OID-518655,Warranty Void
CL-34603,5/22/2023,OID-364244,Free Replaced
CL-34605,5/22/2023,OID-375521,Free Replaced
CL-34606,5/22/2023,OID-375527,Free Replaced
CL-34607,5/22/2023,OID-375576,Free Replaced
CL-34608,5/22/2023,OID-375582,Free Replaced
CL-34609,5/22/2023,OID-375741,Free Replaced
CL-34610,5/22/2023,OID-375841,Warranty Void
CL-34611,6/25/2023,OID-387873,Warranty Void
CL-34613,9/9/2023,OID-388189,Warranty Void
CL-34618,4/27/2023,OID-455570,Warranty Void
CL-34619,10/22/2023,OID-455571,Paid Repaired
CL-34620,5/2/2023,OID-497124,Warranty Void
CL-34621,2/4/2023,OID-497506,Warranty Void
CL-34622,7/7/2023,OID-518402,Warranty Void
CL-34623,10/3/2023,OID-518536,Paid Repaired
CL-34626,5/23/2023,OID-364110,Free Replaced
CL-34627,5/23/2023,OID-364235,Free Replaced
CL-34628,5/23/2023,OID-364310,Free Replaced
CL-34630,5/23/2023,OID-375853,Warranty Void
CL-34632,7/14/2023,OID-387848,Warranty Void
CL-34641,10/20/2023,OID-452344,Warranty Void
CL-34642,10/18/2023,OID-454856,Paid Repaired
CL-34643,10/31/2023,OID-452010,Warranty Void
CL-34644,9/28/2023,OID-475787,Paid Repaired
CL-34645,7/18/2023,OID-476618,Warranty Void
CL-34646,9/11/2023,OID-494327,Warranty Void
CL-34647,4/16/2023,OID-518285,Warranty Void
CL-34648,9/24/2023,OID-519019,Paid Repaired
CL-34649,5/24/2023,OID-364230,Free Replaced
CL-34650,5/24/2023,OID-364358,Free Replaced
CL-34652,5/24/2023,OID-375488,Free Replaced
CL-34655,9/18/2023,OID-387416,Warranty Void
CL-34656,11/9/2023,OID-387558,Warranty Void
CL-34658,7/5/2023,OID-388051,Warranty Void
CL-34661,7/11/2023,OID-453127,Warranty Void
CL-34662,4/24/2023,OID-456135,Warranty Void
CL-34663,1/26/2024,OID-473147,Paid Repaired
CL-34664,10/26/2023,OID-473396,Warranty Void
CL-34665,3/14/2023,OID-518590,Warranty Void
CL-34668,11/28/2023,OID-387477,Paid Repaired
CL-34669,10/28/2023,OID-387980,Paid Repaired
CL-34672,4/29/2023,OID-453020,Warranty Void
CL-34673,9/1/2023,OID-455601,Paid Repaired
CL-34674,10/11/2023,OID-476987,Paid Repaired
CL-34675,6/1/2023,OID-495720,Warranty Void
CL-34676,8/23/2023,OID-515842,Warranty Void
CL-34677,9/15/2023,OID-516318,Warranty Void
CL-34679,5/26/2023,OID-364130,Free Replaced
CL-34680,5/26/2023,OID-364135,Free Replaced
CL-34681,5/26/2023,OID-364140,Free Replaced
CL-34682,5/26/2023,OID-364295,Free Replaced
CL-34683,5/26/2023,OID-364323,Free Replaced
CL-34684,5/26/2023,OID-364359,Free Replaced
CL-34685,5/26/2023,OID-364449,Warranty Void
CL-34688,5/26/2023,OID-375622,Free Replaced
CL-34689,5/26/2023,OID-375767,Warranty Void
CL-34691,6/9/2023,OID-387677,Warranty Void
CL-34692,7/8/2023,OID-387832,Warranty Void
CL-34694,7/12/2023,OID-452449,Warranty Void
CL-34695,7/12/2023,OID-515683,Warranty Void
CL-34696,8/5/2023,OID-517684,Warranty Void
CL-34700,5/27/2023,OID-364181,Free Replaced
CL-34701,5/27/2023,OID-375525,Free Replaced
CL-34702,5/27/2023,OID-375671,Free Replaced
CL-34708,5/14/2023,OID-387757,Warranty Void
CL-34709,12/7/2023,OID-387906,Paid Repaired
CL-34710,11/2/2023,OID-388027,Paid Repaired
CL-34713,9/14/2023,OID-452523,Warranty Void
CL-34714,7/21/2023,OID-454890,Warranty Void
CL-34715,7/6/2023,OID-472974,Warranty Void
CL-34716,8/2/2023,OID-494851,Warranty Void
CL-34717,7/7/2023,OID-497120,Warranty Void
CL-34718,9/22/2023,OID-497464,Paid Repaired
CL-34720,5/28/2023,OID-364111,Free Replaced
CL-34721,5/28/2023,OID-364266,Free Replaced
CL-34722,5/28/2023,OID-364453,Warranty Void
CL-34726,5/26/2023,OID-387707,Warranty Void
CL-34735,9/30/2023,OID-452483,Warranty Void
CL-34736,5/31/2023,OID-451929,Warranty Void
CL-34737,5/24/2023,OID-475912,Warranty Void
CL-34738,8/19/2023,OID-495301,Warranty Void
CL-34739,5/29/2023,OID-364107,Free Replaced
CL-34740,5/29/2023,OID-364362,Free Replaced
CL-34741,5/29/2023,OID-375598,Free Replaced
CL-34742,5/29/2023,OID-375639,Free Replaced
CL-34743,5/29/2023,OID-375754,Warranty Void
CL-34744,10/27/2023,OID-387462,Warranty Void
CL-34746,7/10/2023,OID-388171,Warranty Void
CL-34748,8/16/2023,OID-453192,Warranty Void
CL-34749,12/6/2023,OID-473602,Paid Repaired
CL-34750,5/30/2023,OID-364284,Free Replaced
CL-34753,1/26/2024,OID-387654,Paid Repaired
CL-34754,8/16/2023,OID-388024,Warranty Void
CL-34757,8/22/2023,OID-452570,Warranty Void
CL-34758,6/2/2023,OID-453858,Warranty Void
CL-34759,3/17/2023,OID-454043,Warranty Void
CL-34760,10/14/2023,OID-473754,Warranty Void
CL-34761,12/26/2023,OID-515684,Paid Repaired
CL-34764,5/31/2023,OID-364371,Warranty Void
CL-34767,5/31/2023,OID-375658,Free Replaced
CL-34769,8/17/2023,OID-387498,Warranty Void
CL-34770,8/21/2023,OID-387582,Warranty Void
CL-34771,5/27/2023,OID-387600,Warranty Void
CL-34772,6/23/2023,OID-387605,Warranty Void
CL-34777,7/15/2023,OID-451913,Warranty Void
CL-34778,5/7/2023,OID-516447,Warranty Void
CL-34782,6/1/2023,OID-375566,Free Replaced
CL-34783,6/1/2023,OID-375644,Free Replaced
CL-34784,6/1/2023,OID-375703,Warranty Void
CL-34788,7/21/2023,OID-387623,Warranty Void
CL-34791,11/13/2023,OID-475699,Paid Repaired
CL-34792,6/10/2023,OID-516313,Warranty Void
CL-34795,6/2/2023,OID-364194,Free Replaced
CL-34797,1/28/2024,OID-387572,Paid Repaired
CL-34798,9/25/2023,OID-387618,Warranty Void
CL-34799,12/20/2023,OID-387692,Paid Repaired
CL-34800,5/5/2023,OID-387926,Warranty Void
CL-34803,10/2/2023,OID-455539,Paid Repaired
CL-34804,12/24/2023,OID-451878,Paid Repaired
CL-34805,7/29/2023,OID-515502,Warranty Void
CL-34807,6/3/2023,OID-364211,Free Replaced
CL-34808,6/3/2023,OID-364256,Free Replaced
CL-34810,6/3/2023,OID-375549,Free Replaced
CL-34812,6/27/2023,OID-387727,Warranty Void
CL-34813,10/24/2023,OID-387752,Paid Repaired
CL-34817,9/24/2023,OID-452057,Warranty Void
CL-34818,10/30/2023,OID-473399,Warranty Void
CL-34819,9/26/2023,OID-474842,Paid Repaired
CL-34820,11/19/2023,OID-475661,Paid Repaired
CL-34821,11/28/2023,OID-493479,Warranty Void
CL-34823,6/4/2023,OID-364257,Free Replaced
CL-34824,6/4/2023,OID-375542,Free Replaced
CL-34825,6/4/2023,OID-375594,Free Replaced
CL-34830,7/31/2023,OID-387607,Warranty Void
CL-34831,7/29/2023,OID-388182,Warranty Void
CL-34836,11/10/2023,OID-496097,Paid Repaired
CL-34837,10/22/2023,OID-497560,Paid Repaired
CL-34839,6/5/2023,OID-364300,Warranty Void
CL-34840,6/5/2023,OID-364349,Warranty Void
CL-34842,6/5/2023,OID-375498,Free Replaced
CL-34846,9/11/2023,OID-387902,Warranty Void
CL-34847,6/10/2023,OID-388003,Warranty Void
CL-34848,9/30/2023,OID-388317,Paid Repaired
CL-34855,6/22/2023,OID-454154,Warranty Void
CL-34856,7/25/2023,OID-455820,Paid Repaired
CL-34857,10/6/2023,OID-474703,Paid Repaired
CL-34858,5/13/2023,OID-496431,Warranty Void
CL-34859,6/6/2023,OID-364153,Free Replaced
CL-34862,6/6/2023,OID-375626,Free Replaced
CL-34865,2/23/2024,OID-387233,Paid Repaired
CL-34866,7/15/2023,OID-387256,Warranty Void
CL-34867,2/3/2024,OID-387273,Paid Repaired
CL-34868,8/8/2023,OID-387382,Warranty Void
CL-34869,1/24/2024,OID-387452,Paid Repaired
CL-34870,7/2/2023,OID-388239,Warranty Void
CL-34874,9/5/2023,OID-453906,Warranty Void
CL-34875,7/29/2023,OID-454473,Warranty Void
CL-34876,9/26/2023,OID-454771,Paid Repaired
CL-34877,1/31/2024,OID-451978,Paid Repaired
CL-34878,9/28/2023,OID-494990,Warranty Void
CL-34879,4/7/2023,OID-497341,Warranty Void
CL-34880,6/15/2023,OID-514994,Warranty Void
CL-34881,3/21/2023,OID-517136,Warranty Void
CL-34884,6/7/2023,OID-364176,Free Replaced
CL-34885,6/7/2023,OID-364287,Warranty Void
CL-34891,7/16/2023,OID-387305,Warranty Void
CL-34892,11/17/2023,OID-387798,Paid Repaired
CL-34893,10/1/2023,OID-387867,Warranty Void
CL-34894,10/22/2023,OID-387961,Paid Repaired
CL-34895,8/6/2023,OID-388030,Warranty Void
CL-34898,5/11/2023,OID-453022,Warranty Void
CL-34899,5/9/2023,OID-454423,Warranty Void
CL-34900,4/29/2023,OID-455833,Warranty Void
CL-34901,7/13/2023,OID-475330,Warranty Void
CL-34902,3/10/2023,OID-497050,Warranty Void
CL-34903,11/22/2023,OID-514971,Warranty Void
CL-34904,6/8/2023,OID-364123,Free Replaced
CL-34905,6/8/2023,OID-364180,Free Replaced
CL-34906,6/8/2023,OID-364332,Warranty Void
CL-34911,11/22/2023,OID-387244,Warranty Void
CL-34912,12/2/2023,OID-387357,Paid Repaired
CL-34913,6/11/2023,OID-387546,Warranty Void
CL-34914,6/11/2023,OID-387854,Warranty Void
CL-34915,7/7/2023,OID-388266,Warranty Void
CL-34920,5/6/2023,OID-453481,Warranty Void
CL-34921,10/5/2023,OID-473519,Warranty Void
CL-34922,7/8/2023,OID-476292,Warranty Void
CL-34923,2/17/2023,OID-476792,Warranty Void
CL-34924,12/5/2023,OID-494072,Paid Repaired
CL-34925,7/1/2023,OID-494802,Warranty Void
CL-34926,8/9/2023,OID-497033,Warranty Void
CL-34927,1/22/2024,OID-515464,Paid Repaired
CL-34928,6/9/2023,OID-364114,Free Replaced
CL-34929,6/9/2023,OID-364179,Free Replaced
CL-34930,6/9/2023,OID-364233,Free Replaced
CL-34933,6/9/2023,OID-375479,Free Replaced
CL-34936,9/8/2023,OID-387228,Warranty Void
CL-34937,12/23/2023,OID-387882,Paid Repaired
CL-34938,7/6/2023,OID-388053,Warranty Void
CL-34939,10/29/2023,OID-388118,Paid Repaired
CL-34944,3/20/2023,OID-477080,Warranty Void
CL-34945,6/10/2023,OID-364100,Free Replaced
CL-34948,11/7/2023,OID-387339,Warranty Void
CL-34949,8/12/2023,OID-387529,Warranty Void
CL-34950,8/5/2023,OID-387649,Warranty Void
CL-34951,6/12/2023,OID-387793,Warranty Void
CL-34952,9/26/2023,OID-388138,Paid Repaired
CL-34958,6/23/2023,OID-451352,Warranty Void
CL-34959,5/15/2023,OID-452448,Warranty Void
CL-34960,8/23/2023,OID-453773,Warranty Void
CL-34961,4/20/2023,OID-454216,Warranty Void
CL-34962,10/30/2023,OID-454846,Paid Repaired
CL-34963,5/26/2023,OID-475136,Warranty Void
CL-34964,10/17/2023,OID-476402,Paid Repaired
CL-34965,9/9/2023,OID-497359,Paid Repaired
CL-34966,2/6/2023,OID-497503,Warranty Void
CL-34967,7/1/2023,OID-516077,Warranty Void
CL-34968,8/29/2023,OID-516869,Warranty Void
CL-34972,6/11/2023,OID-375539,Free Replaced
CL-34973,6/11/2023,OID-375564,Free Replaced
CL-34976,2/10/2024,OID-387206,Paid Repaired
CL-34977,10/4/2023,OID-387740,Warranty Void
CL-34978,6/24/2023,OID-388025,Warranty Void
CL-34979,3/30/2023,OID-388066,Warranty Void
CL-34984,5/13/2023,OID-454972,Warranty Void
CL-34985,4/2/2023,OID-496676,Warranty Void
CL-34986,7/1/2023,OID-497504,Warranty Void
CL-34987,8/17/2023,OID-498183,Paid Repaired
CL-34989,6/12/2023,OID-364144,Free Replaced
CL-34990,6/12/2023,OID-364171,Free Replaced
CL-34991,6/12/2023,OID-364267,Warranty Void
CL-34994,6/12/2023,OID-375508,Free Replaced
CL-34995,6/12/2023,OID-375557,Free Replaced
CL-34996,8/1/2023,OID-387814,Warranty Void
CL-34997,10/3/2023,OID-387921,Paid Repaired
CL-35002,7/14/2023,OID-454720,Warranty Void
CL-35003,12/16/2023,OID-493485,Paid Repaired
CL-35004,3/2/2023,OID-497927,Warranty Void
CL-35005,4/26/2023,OID-516406,Warranty Void
CL-35008,6/13/2023,OID-364154,Free Replaced
CL-35010,6/13/2023,OID-375520,Free Replaced
CL-35011,6/13/2023,OID-375523,Free Replaced
CL-35013,12/16/2023,OID-387154,Paid Repaired
CL-35014,2/19/2024,OID-387160,Paid Repaired
CL-35015,1/22/2024,OID-387355,Paid Repaired
CL-35020,12/26/2023,OID-451880,Paid Repaired
CL-35021,8/20/2023,OID-476430,Paid Repaired
CL-35022,4/1/2023,OID-495572,Warranty Void
CL-35023,11/24/2023,OID-496098,Paid Repaired
CL-35024,6/29/2023,OID-496674,Warranty Void
CL-35025,5/10/2023,OID-496826,Warranty Void
CL-35029,6/14/2023,OID-375587,Free Replaced
CL-35031,8/10/2023,OID-387764,Warranty Void
CL-35032,12/13/2023,OID-387978,Paid Repaired
CL-35034,10/27/2023,OID-388258,Paid Repaired
CL-35038,6/26/2023,OID-451487,Warranty Void
CL-35039,8/15/2023,OID-454577,Warranty Void
